Run,AGE,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,birth_date,birth_location,BREED,breeding_history,breeding_method,Bytes,cell_line,cell_subtype,cell_type,Center Name,collected_by,Collection_Date,Consent,culture_collection,DATASTORE filetype,DATASTORE provider,DATASTORE region,death_date,dev_stage,disease,disease_stage,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,growth_protocol,health_state,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Phenotype,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,sex,specimen_voucher,SRA Study,store_cond,strain,stud_book_number,tissue,treatment,AssemblyName
SRR1449265,2 years,RNA-Seq,182,5898582932,DEPI,PRJNA251439,SAMN02822094,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,3291638170,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562369,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T16:03:00Z,1,Btau_HOL_0125_heart,Missing,female,Missing,SRP042639,Missing,Missing,Missing,heart,Missing,GCF_000003055.5
SRR1449266,2 years,RNA-Seq,182,6295304770,DEPI,PRJNA251439,SAMN02822095,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,3596732692,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562370,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:41:00Z,1,Btau_HOL_0125_kidney,Missing,female,Missing,SRP042639,Missing,Missing,Missing,kidney,Missing,GCF_000003055.5
SRR1449267,2 years,RNA-Seq,182,7076748690,DEPI,PRJNA251439,SAMN02822095,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,4025934321,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562370,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:58:00Z,1,Btau_HOL_0125_kidney,Missing,female,Missing,SRP042639,Missing,Missing,Missing,kidney,Missing,GCF_000003055.5
SRR1449268,2 years,RNA-Seq,180,7236462026,DEPI,PRJNA251439,SAMN02822095,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,4216285039,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562370,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:01:00Z,1,Btau_HOL_0125_kidney,Missing,female,Missing,SRP042639,Missing,Missing,Missing,kidney,Missing,GCF_000003055.5
SRR1449269,2 years,RNA-Seq,182,1943559368,DEPI,PRJNA251439,SAMN02822096,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1077295147,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562371,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T13:59:00Z,1,Btau_HOL_0125_lung,Missing,female,Missing,SRP042639,Missing,Missing,Missing,lung,Missing,GCF_000003055.5
SRR1449271,2 years,RNA-Seq,181,5710831006,DEPI,PRJNA251439,SAMN02822096,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,3128232113,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562371,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:05:00Z,1,Btau_HOL_0125_lung,Missing,female,Missing,SRP042639,Missing,Missing,Missing,lung,Missing,GCF_000003055.5
SRR1449272,2 years,RNA-Seq,182,1914313964,DEPI,PRJNA251439,SAMN02822096,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1058951372,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562371,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T13:58:00Z,1,Btau_HOL_0125_lung,Missing,female,Missing,SRP042639,Missing,Missing,Missing,lung,Missing,GCF_000003055.5
SRR1449274,2 years,RNA-Seq,150,2252620607,DEPI,PRJNA251439,SAMN02822097,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1332467292,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562372,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:02:00Z,1,Btau_HOL_0125_intestinal lymph node,Missing,female,Missing,SRP042639,Missing,Missing,Missing,intestinal lymph node,Missing,GCF_000003055.5
SRR1449275,2 years,RNA-Seq,176,2581612163,DEPI,PRJNA251439,SAMN02822097,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1508936951,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562372,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:01:00Z,1,Btau_HOL_0125_intestinal lymph node,Missing,female,Missing,SRP042639,Missing,Missing,Missing,intestinal lymph node,Missing,GCF_000003055.5
SRR1449276,2 years,RNA-Seq,177,2618079466,DEPI,PRJNA251439,SAMN02822097,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1533847696,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562372,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:02:00Z,1,Btau_HOL_0125_intestinal lymph node,Missing,female,Missing,SRP042639,Missing,Missing,Missing,intestinal lymph node,Missing,GCF_000003055.5
SRR1449277,2 years,RNA-Seq,177,2002330975,DEPI,PRJNA251439,SAMN02822098,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1175867653,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562373,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T13:58:00Z,1,Btau_HOL_0125_mammary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,mammary,Missing,GCF_000003055.5
SRR1449278,2 years,RNA-Seq,177,2637340563,DEPI,PRJNA251439,SAMN02822098,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1543583124,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562373,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:09:00Z,1,Btau_HOL_0125_mammary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,mammary,Missing,GCF_000003055.5
SRR1449280,2 years,RNA-Seq,178,2385368983,DEPI,PRJNA251439,SAMN02822098,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1409213484,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562373,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:07:00Z,1,Btau_HOL_0125_mammary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,mammary,Missing,GCF_000003055.5
SRR1449281,2 years,RNA-Seq,179,2627920604,DEPI,PRJNA251439,SAMN02822099,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1538834589,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562374,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:08:00Z,1,Btau_HOL_0125_semimembranosus leg muscle,Missing,female,Missing,SRP042639,Missing,Missing,Missing,semimembranosus leg muscle,Missing,GCF_000003055.5
SRR1449282,2 years,RNA-Seq,179,3167321075,DEPI,PRJNA251439,SAMN02822099,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1844890456,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562374,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:19:00Z,1,Btau_HOL_0125_semimembranosus leg muscle,Missing,female,Missing,SRP042639,Missing,Missing,Missing,semimembranosus leg muscle,Missing,GCF_000003055.5
SRR1449283,2 years,RNA-Seq,179,2738888287,DEPI,PRJNA251439,SAMN02822099,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1608622486,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562374,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:02:00Z,1,Btau_HOL_0125_semimembranosus leg muscle,Missing,female,Missing,SRP042639,Missing,Missing,Missing,semimembranosus leg muscle,Missing,GCF_000003055.5
SRR1449284,2 years,RNA-Seq,177,1854872702,DEPI,PRJNA251439,SAMN02822100,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1103181831,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562375,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T14:56:00Z,1,Btau_HOL_0125_ovary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,ovary,Missing,GCF_000003055.5
SRR1449285,2 years,RNA-Seq,178,2889485035,DEPI,PRJNA251439,SAMN02822100,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1681392084,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562375,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:03:00Z,1,Btau_HOL_0125_ovary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,ovary,Missing,GCF_000003055.5
SRR1449286,2 years,RNA-Seq,178,2725964262,DEPI,PRJNA251439,SAMN02822100,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1576006771,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562375,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:02:00Z,1,Btau_HOL_0125_ovary,Missing,female,Missing,SRP042639,Missing,Missing,Missing,ovary,Missing,GCF_000003055.5
SRR1449287,2 years,RNA-Seq,171,1832578826,DEPI,PRJNA251439,SAMN02822101,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1121907573,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562376,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:01:00Z,1,Btau_HOL_0125_spleen,Missing,female,Missing,SRP042639,Missing,Missing,Missing,spleen,Missing,GCF_000003055.5
SRR1449288,2 years,RNA-Seq,172,2951407314,DEPI,PRJNA251439,SAMN02822101,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1801531707,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562376,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:06:00Z,1,Btau_HOL_0125_spleen,Missing,female,Missing,SRP042639,Missing,Missing,Missing,spleen,Missing,GCF_000003055.5
SRR1449289,2 years,RNA-Seq,172,1739153683,DEPI,PRJNA251439,SAMN02822101,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1053247680,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562376,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:03:00Z,1,Btau_HOL_0125_spleen,Missing,female,Missing,SRP042639,Missing,Missing,Missing,spleen,Missing,GCF_000003055.5
SRR1449291,2 years,RNA-Seq,174,3932523795,DEPI,PRJNA251439,SAMN02822102,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,2376969117,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562377,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:15:00Z,1,Btau_HOL_0125_thymus,Missing,female,Missing,SRP042639,Missing,Missing,Missing,thymus,Missing,GCF_000003055.5
SRR1449292,2 years,RNA-Seq,169,5240593838,DEPI,PRJNA251439,SAMN02822102,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,3230696651,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562377,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T16:15:00Z,1,Btau_HOL_0125_thymus,Missing,female,Missing,SRP042639,Missing,Missing,Missing,thymus,Missing,GCF_000003055.5
SRR1449293,2 years,RNA-Seq,172,3072817948,DEPI,PRJNA251439,SAMN02822102,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1909335872,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562377,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:07:00Z,1,Btau_HOL_0125_thymus,Missing,female,Missing,SRP042639,Missing,Missing,Missing,thymus,Missing,GCF_000003055.5
SRR1449294,2 years,RNA-Seq,174,3088291739,DEPI,PRJNA251439,SAMN02822103,Model organism or animal,1/08/2008,Missing,Holstein,Missing,Missing,1888554469,Missing,Missing,Missing,DEPARTMENT OF ENVIRONMENT AND PRIMARY INDUSTRIES,dissection,8/09/2010,public,Missing,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",8/09/2010,65 days in milk,Missing,Missing,SRX562378,Missing,uncalculated,uncalculated,Missing,Missing,Missing,Illumina HiSeq 2000,Missing,Missing,,PAIRED,PolyA,TRANSCRIPTOMIC,Bos taurus,Missing,ILLUMINA,2014-07-17T00:00:00Z,2014-07-15T15:11:00Z,1,Btau_HOL_0125_thyroid,Missing,female,Missing,SRP042639,Missing,Missing,Missing,thyroid,Missing,GCF_000003055.5
